sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,stage,donor,assembly,supplementary_files_format_and_content,biosample,sra
a001c007_atac-seq_,,,,,,,A001C007 [ATAC-Seq],GSM6326085,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326085,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326085/suppl/GSM6326085_A001C007_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120018,colon,AdeCa,A001,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635209,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120018
a001c013_atac-seq_,,,,,,,A001C013 [ATAC-Seq],GSM6326087,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326087,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326087/suppl/GSM6326087_A001C013_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120019,colon,Polyp,A001,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635210,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120019
a001c019_atac-seq_,,,,,,,A001C019 [ATAC-Seq],GSM6326088,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326088,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326088/suppl/GSM6326088_A001C019_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120020,colon,Polyp,A001,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635211,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120020
a002c001_atac-seq_,,,,,,,A002C001 [ATAC-Seq],GSM6326090,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326090,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326090/suppl/GSM6326090_A002C001_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120021,colon,Polyp,A002,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635212,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120021
a002c002_atac-seq_,,,,,,,A002C002 [ATAC-Seq],GSM6326091,Public on Aug 27 2022,Jul 11 2022,Nov 28 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326091,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326091/suppl/GSM6326091_A002C002_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120022,colon,Polyp,A002,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635237,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120022
a002c006_atac-seq_,,,,,,,A002C006 [ATAC-Seq],GSM6326092,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326092,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326092/suppl/GSM6326092_A002C006_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120023,colon,Polyp,A002,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635238,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120023
a002c010_atac-seq_,,,,,,,A002C010 [ATAC-Seq],GSM6326094,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326094,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326094/suppl/GSM6326094_A002C010_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120024,colon,Polyp,A002,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635239,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120024
a002c122_atac-seq_,,,,,,,A002C122 [ATAC-Seq],GSM6326095,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326095,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326095/suppl/GSM6326095_A002C122_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120025,colon,Mucosa,A002,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635240,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120025
a002c212_atac-seq_,,,,,,,A002C212 [ATAC-Seq],GSM6326097,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326097,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326097/suppl/GSM6326097_A002C212_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120026,colon,Mucosa,A002,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635241,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120026
a014c041_atac-seq_,,,,,,,A014C041 [ATAC-Seq],GSM6326098,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326098,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326098/suppl/GSM6326098_A014C041_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120027,colon,Polyp,A014,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635242,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120027
a014c046_atac-seq_,,,,,,,A014C046 [ATAC-Seq],GSM6326099,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326099,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326099/suppl/GSM6326099_A014C046_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120028,colon,Polyp,A014,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635243,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120028
a014c053_atac-seq_,,,,,,,A014C053 [ATAC-Seq],GSM6326101,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326101,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326101/suppl/GSM6326101_A014C053_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120029,colon,Mucosa,A014,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635244,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120029
a014c054_atac-seq_,,,,,,,A014C054 [ATAC-Seq],GSM6326102,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326102,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326102/suppl/GSM6326102_A014C054_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120030,colon,Mucosa,A014,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635245,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120030
a014c057_atac-seq_,,,,,,,A014C057 [ATAC-Seq],GSM6326104,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326104,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326104/suppl/GSM6326104_A014C057_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120031,colon,Mucosa,A014,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635246,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120031
a015c004_atac-seq_,,,,,,,A015C004 [ATAC-Seq],GSM6326105,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326105,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326105/suppl/GSM6326105_A015C004_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120032,colon,Polyp,A015,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635247,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120032
a015c008_atac-seq_,,,,,,,A015C008 [ATAC-Seq],GSM6326106,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326106,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326106/suppl/GSM6326106_A015C008_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120033,colon,Polyp,A015,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635250,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120033
a015c010_atac-seq_,,,,,,,A015C010 [ATAC-Seq],GSM6326108,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326108,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326108/suppl/GSM6326108_A015C010_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120034,colon,Mucosa,A015,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635251,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120034
crc15157_atac-seq_,,,,,,,CRC15157 [ATAC-Seq],GSM6326109,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon cancer,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326109,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326109/suppl/GSM6326109_CRC15157_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120035,colon cancer,AdeCa,15157,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635252,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120035
crc19779_atac-seq_,,,,,,,CRC19779 [ATAC-Seq],GSM6326111,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon cancer,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326111,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326111/suppl/GSM6326111_CRC19779_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120036,colon cancer,AdeCa,19779,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635253,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120036
