sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,isoloation_markers,cell_type,strain,developmental_stage,tissue,genotype,assembly,supplementary_files_format_and_content,biosample,sra
ko_gmp_rna_b,,,,,,,KO_GMP_RNA_B,GSM6865843,Public on Jul 12 2023,Dec 20 2022,Jul 12 2023,SRA,1,BM GMPs,Mus musculus,10090,total RNA,"Cells were sorted from BM. Total RNA samples were isolated using RNeasy Mini Kit (Qiagen)., Sample QC, library preparations, and sequencing reactions were conducted at GENEWIZ, LLC./Azenta US, Inc. ERCC RNA Spike-In Mix  was added to normalized cell number prior to library preparation. The RNA sequencing libraries were prepared using the NEBNext Ultra II RNA Library Prep Kit for Illumina using manufacturer’s instructions. The  libraries were validated on the Agilent TapeStation, and quantified b ...",Sequencing and base calling was performed by GeneWiz (https://www.genewiz.com/). Raw sequence data (.bcl files) were converted into fastq files and de-multiplexed using Illumina Bcl2Fastq v2.20 software. One mis- match was allowed for index sequence identification. Sequence reads were trimmed to remove possible adapter sequences and nucleotides with poor quality using Trimmomatic v.0.36. The trimmed reads were mapped to the Mus musculus reference genome available on ENSEMBL using the STAR aligne ...,GPL24247,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM6865843,NONE,,"GSE221425, GSE221427",0,SRX18788386,Lin- cKIT+Sca1-CD16/32+CD150-,BM GMPs,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Runx1f/f; Cebpa-Cre + (Runx1{delta}GMP),mm10,"BigWig files provided are normalized tracks of merged replicatesCSV file provided is a summary of data analyzed using DESeq2:DESeq2 results summary was used to generate a CSV of base mean expression, P values and Log2 fold changes comparing control and Runx1ΔGMP expression.",https://www.ncbi.nlm.nih.gov/biosample/SAMN32331513,https://www.ncbi.nlm.nih.gov/sra?term=SRX18788386
ko_gmp_rna_c,,,,,,,KO_GMP_RNA_C,GSM6865844,Public on Jul 12 2023,Dec 20 2022,Jul 12 2023,SRA,1,BM GMPs,Mus musculus,10090,total RNA,"Cells were sorted from BM. Total RNA samples were isolated using RNeasy Mini Kit (Qiagen)., Sample QC, library preparations, and sequencing reactions were conducted at GENEWIZ, LLC./Azenta US, Inc. ERCC RNA Spike-In Mix  was added to normalized cell number prior to library preparation. The RNA sequencing libraries were prepared using the NEBNext Ultra II RNA Library Prep Kit for Illumina using manufacturer’s instructions. The  libraries were validated on the Agilent TapeStation, and quantified b ...",Sequencing and base calling was performed by GeneWiz (https://www.genewiz.com/). Raw sequence data (.bcl files) were converted into fastq files and de-multiplexed using Illumina Bcl2Fastq v2.20 software. One mis- match was allowed for index sequence identification. Sequence reads were trimmed to remove possible adapter sequences and nucleotides with poor quality using Trimmomatic v.0.36. The trimmed reads were mapped to the Mus musculus reference genome available on ENSEMBL using the STAR aligne ...,GPL24247,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM6865844,NONE,,"GSE221425, GSE221427",0,SRX18788387,Lin- cKIT+Sca1-CD16/32+CD150-,BM GMPs,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Runx1f/f; Cebpa-Cre + (Runx1{delta}GMP),mm10,"BigWig files provided are normalized tracks of merged replicatesCSV file provided is a summary of data analyzed using DESeq2:DESeq2 results summary was used to generate a CSV of base mean expression, P values and Log2 fold changes comparing control and Runx1ΔGMP expression.",https://www.ncbi.nlm.nih.gov/biosample/SAMN32331512,https://www.ncbi.nlm.nih.gov/sra?term=SRX18788387
wt_ip_rep_1a,,,,,,,WT_IP_rep_1a,GSM6865845,Public on Jul 12 2023,Dec 20 2022,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,total RNA,"Protein G Dynabeads and Protein A Dynabeads were washed and resuspended in NET-2 buffer. 9D5 dsRNA rabbit IgG mAb was bound to the beads for 1-2 hours. Cells were lysed in cytosolic lysis buffer. The cell lysate was centrifuged at 980 x g for 3 min at 4℃ (X3). The cytosolic supernatant was spun at 17,000 x g for 10 min.  For IP, lysate was diluted to 1:4 with NET-2-TurboDNase buffer. 95D-Dynabeads were added to the lysate and end-to-end rotated for 2 hr at 4 °C. Following magnetic separation, be ...","Raw dsRNA-seq sequencing data (.bcl files) was converted into Fastq files and de-multiplexed using Bcl2Fastq v2.20 software. The data in fastq file format was processed with the toolkit SQuIRE. The raw reads were aligned to the mm10 reference genome and TEs were annotated using RepeatMasker. The SQuIRE call module was used to perform differential expression analysis of genes, or TE by family, or TE by sub-family between Control and Runx1ΔGMP cells.",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,transcriptomic,RIP-Seq,GSM6865845,NONE,,"GSE221426, GSE221427",0,SRX18787901,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,Txt file for RNA-seq samples is an output of the SQuIRE call module,https://www.ncbi.nlm.nih.gov/biosample/SAMN32331234,https://www.ncbi.nlm.nih.gov/sra?term=SRX18787901
wt_ip_rep_1b,,,,,,,WT_IP_rep_1b,GSM6865846,Public on Jul 12 2023,Dec 20 2022,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,total RNA,"Protein G Dynabeads and Protein A Dynabeads were washed and resuspended in NET-2 buffer. 9D5 dsRNA rabbit IgG mAb was bound to the beads for 1-2 hours. Cells were lysed in cytosolic lysis buffer. The cell lysate was centrifuged at 980 x g for 3 min at 4℃ (X3). The cytosolic supernatant was spun at 17,000 x g for 10 min.  For IP, lysate was diluted to 1:4 with NET-2-TurboDNase buffer. 95D-Dynabeads were added to the lysate and end-to-end rotated for 2 hr at 4 °C. Following magnetic separation, be ...","Raw dsRNA-seq sequencing data (.bcl files) was converted into Fastq files and de-multiplexed using Bcl2Fastq v2.20 software. The data in fastq file format was processed with the toolkit SQuIRE. The raw reads were aligned to the mm10 reference genome and TEs were annotated using RepeatMasker. The SQuIRE call module was used to perform differential expression analysis of genes, or TE by family, or TE by sub-family between Control and Runx1ΔGMP cells.",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,transcriptomic,RIP-Seq,GSM6865846,NONE,,"GSE221426, GSE221427",0,SRX18787902,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,Txt file for RNA-seq samples is an output of the SQuIRE call module,https://www.ncbi.nlm.nih.gov/biosample/SAMN32331233,https://www.ncbi.nlm.nih.gov/sra?term=SRX18787902
wt_ip_rep_2a,,,,,,,WT_IP_rep_2a,GSM6865847,Public on Jul 12 2023,Dec 20 2022,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,total RNA,"Protein G Dynabeads and Protein A Dynabeads were washed and resuspended in NET-2 buffer. 9D5 dsRNA rabbit IgG mAb was bound to the beads for 1-2 hours. Cells were lysed in cytosolic lysis buffer. The cell lysate was centrifuged at 980 x g for 3 min at 4℃ (X3). The cytosolic supernatant was spun at 17,000 x g for 10 min.  For IP, lysate was diluted to 1:4 with NET-2-TurboDNase buffer. 95D-Dynabeads were added to the lysate and end-to-end rotated for 2 hr at 4 °C. Following magnetic separation, be ...","Raw dsRNA-seq sequencing data (.bcl files) was converted into Fastq files and de-multiplexed using Bcl2Fastq v2.20 software. The data in fastq file format was processed with the toolkit SQuIRE. The raw reads were aligned to the mm10 reference genome and TEs were annotated using RepeatMasker. The SQuIRE call module was used to perform differential expression analysis of genes, or TE by family, or TE by sub-family between Control and Runx1ΔGMP cells.",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,transcriptomic,RIP-Seq,GSM6865847,NONE,,"GSE221426, GSE221427",0,SRX18787903,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,Txt file for RNA-seq samples is an output of the SQuIRE call module,https://www.ncbi.nlm.nih.gov/biosample/SAMN32331232,https://www.ncbi.nlm.nih.gov/sra?term=SRX18787903
wt_ip_rep_2b,,,,,,,WT_IP_rep_2b,GSM6865848,Public on Jul 12 2023,Dec 20 2022,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,total RNA,"Protein G Dynabeads and Protein A Dynabeads were washed and resuspended in NET-2 buffer. 9D5 dsRNA rabbit IgG mAb was bound to the beads for 1-2 hours. Cells were lysed in cytosolic lysis buffer. The cell lysate was centrifuged at 980 x g for 3 min at 4℃ (X3). The cytosolic supernatant was spun at 17,000 x g for 10 min.  For IP, lysate was diluted to 1:4 with NET-2-TurboDNase buffer. 95D-Dynabeads were added to the lysate and end-to-end rotated for 2 hr at 4 °C. Following magnetic separation, be ...","Raw dsRNA-seq sequencing data (.bcl files) was converted into Fastq files and de-multiplexed using Bcl2Fastq v2.20 software. The data in fastq file format was processed with the toolkit SQuIRE. The raw reads were aligned to the mm10 reference genome and TEs were annotated using RepeatMasker. The SQuIRE call module was used to perform differential expression analysis of genes, or TE by family, or TE by sub-family between Control and Runx1ΔGMP cells.",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,transcriptomic,RIP-Seq,GSM6865848,NONE,,"GSE221426, GSE221427",0,SRX18787904,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,Txt file for RNA-seq samples is an output of the SQuIRE call module,https://www.ncbi.nlm.nih.gov/biosample/SAMN32331231,https://www.ncbi.nlm.nih.gov/sra?term=SRX18787904
ko_ip_rep_1a,,,,,,,KO_IP_rep_1a,GSM6865849,Public on Jul 12 2023,Dec 20 2022,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,total RNA,"Protein G Dynabeads and Protein A Dynabeads were washed and resuspended in NET-2 buffer. 9D5 dsRNA rabbit IgG mAb was bound to the beads for 1-2 hours. Cells were lysed in cytosolic lysis buffer. The cell lysate was centrifuged at 980 x g for 3 min at 4℃ (X3). The cytosolic supernatant was spun at 17,000 x g for 10 min. For IP, lysate was diluted to 1:4 with NET-2-TurboDNase buffer. 95D-Dynabeads were added to the lysate and end-to-end rotated for 2 hr at 4 °C. Following magnetic separation, bea ...","Raw dsRNA-seq sequencing data (.bcl files) was converted into Fastq files and de-multiplexed using Bcl2Fastq v2.20 software. The data in fastq file format was processed with the toolkit SQuIRE. The raw reads were aligned to the mm10 reference genome and TEs were annotated using RepeatMasker. The SQuIRE call module was used to perform differential expression analysis of genes, or TE by family, or TE by sub-family between Control and Runx1ΔGMP cells.",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,transcriptomic,RIP-Seq,GSM6865849,NONE,,"GSE221426, GSE221427",0,SRX18787905,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Runx1f/f; Cebpa-Cre + (Runx1{delta}GMP),mm10,Txt file for RNA-seq samples is an output of the SQuIRE call module,https://www.ncbi.nlm.nih.gov/biosample/SAMN32331230,https://www.ncbi.nlm.nih.gov/sra?term=SRX18787905
ko_ip_rep_1b,,,,,,,KO_IP_rep_1b,GSM6865850,Public on Jul 12 2023,Dec 20 2022,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,total RNA,"Protein G Dynabeads and Protein A Dynabeads were washed and resuspended in NET-2 buffer. 9D5 dsRNA rabbit IgG mAb was bound to the beads for 1-2 hours. Cells were lysed in cytosolic lysis buffer. The cell lysate was centrifuged at 980 x g for 3 min at 4℃ (X3). The cytosolic supernatant was spun at 17,000 x g for 10 min. For IP, lysate was diluted to 1:4 with NET-2-TurboDNase buffer. 95D-Dynabeads were added to the lysate and end-to-end rotated for 2 hr at 4 °C. Following magnetic separation, bea ...","Raw dsRNA-seq sequencing data (.bcl files) was converted into Fastq files and de-multiplexed using Bcl2Fastq v2.20 software. The data in fastq file format was processed with the toolkit SQuIRE. The raw reads were aligned to the mm10 reference genome and TEs were annotated using RepeatMasker. The SQuIRE call module was used to perform differential expression analysis of genes, or TE by family, or TE by sub-family between Control and Runx1ΔGMP cells.",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,transcriptomic,RIP-Seq,GSM6865850,NONE,,"GSE221426, GSE221427",0,SRX18787906,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Runx1f/f; Cebpa-Cre + (Runx1{delta}GMP),mm10,Txt file for RNA-seq samples is an output of the SQuIRE call module,https://www.ncbi.nlm.nih.gov/biosample/SAMN32331229,https://www.ncbi.nlm.nih.gov/sra?term=SRX18787906
ko_ip_rep_2a,,,,,,,KO_IP_rep_2a,GSM6865851,Public on Jul 12 2023,Dec 20 2022,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,total RNA,"Protein G Dynabeads and Protein A Dynabeads were washed and resuspended in NET-2 buffer. 9D5 dsRNA rabbit IgG mAb was bound to the beads for 1-2 hours. Cells were lysed in cytosolic lysis buffer. The cell lysate was centrifuged at 980 x g for 3 min at 4℃ (X3). The cytosolic supernatant was spun at 17,000 x g for 10 min. For IP, lysate was diluted to 1:4 with NET-2-TurboDNase buffer. 95D-Dynabeads were added to the lysate and end-to-end rotated for 2 hr at 4 °C. Following magnetic separation, bea ...","Raw dsRNA-seq sequencing data (.bcl files) was converted into Fastq files and de-multiplexed using Bcl2Fastq v2.20 software. The data in fastq file format was processed with the toolkit SQuIRE. The raw reads were aligned to the mm10 reference genome and TEs were annotated using RepeatMasker. The SQuIRE call module was used to perform differential expression analysis of genes, or TE by family, or TE by sub-family between Control and Runx1ΔGMP cells.",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,transcriptomic,RIP-Seq,GSM6865851,NONE,,"GSE221426, GSE221427",0,SRX18787907,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Peripheral Blood,Runx1f/f; Cebpa-Cre + (Runx1{delta}GMP),mm10,Txt file for RNA-seq samples is an output of the SQuIRE call module,https://www.ncbi.nlm.nih.gov/biosample/SAMN32331228,https://www.ncbi.nlm.nih.gov/sra?term=SRX18787907
ko_ip_rep_2b,,,,,,,KO_IP_rep_2b,GSM6865852,Public on Jul 12 2023,Dec 20 2022,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,total RNA,"Protein G Dynabeads and Protein A Dynabeads were washed and resuspended in NET-2 buffer. 9D5 dsRNA rabbit IgG mAb was bound to the beads for 1-2 hours. Cells were lysed in cytosolic lysis buffer. The cell lysate was centrifuged at 980 x g for 3 min at 4℃ (X3). The cytosolic supernatant was spun at 17,000 x g for 10 min. For IP, lysate was diluted to 1:4 with NET-2-TurboDNase buffer. 95D-Dynabeads were added to the lysate and end-to-end rotated for 2 hr at 4 °C. Following magnetic separation, bea ...","Raw dsRNA-seq sequencing data (.bcl files) was converted into Fastq files and de-multiplexed using Bcl2Fastq v2.20 software. The data in fastq file format was processed with the toolkit SQuIRE. The raw reads were aligned to the mm10 reference genome and TEs were annotated using RepeatMasker. The SQuIRE call module was used to perform differential expression analysis of genes, or TE by family, or TE by sub-family between Control and Runx1ΔGMP cells.",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,transcriptomic,RIP-Seq,GSM6865852,NONE,,"GSE221426, GSE221427",0,SRX18787908,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Peripheral Blood,Runx1f/f; Cebpa-Cre + (Runx1{delta}GMP),mm10,Txt file for RNA-seq samples is an output of the SQuIRE call module,https://www.ncbi.nlm.nih.gov/biosample/SAMN32331227,https://www.ncbi.nlm.nih.gov/sra?term=SRX18787908
fpd_21_3,,,,,,,FPD_21.3,GSM6943472,Public on Jul 12 2023,Jan 18 2023,Jul 12 2023,SRA,1,PB Neutrophils,Homo sapiens,9606,genomic DNA,"50,000 cells were collected and washed with cold PBS. Cell pellets were resuspended in 50 µl of lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2 and 0.1% Tween-20, 0.1% NP-40, 0.01% Digitonin, 1% BSA) and incubated on ice for 4 min. Lysis was halted with the addition of 50 uL of wash buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2 and 0.1% Tween-20, 0.1%, 1% BSA). Samples were centrifuged at  500 x g, 4 °C for 5 min. Nuclei pellets were resuspended in 50 µl of wash buffer and  ...","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore v0.6.4 with the following settings: fastqc, paired, and trim1. Reads were then aligned to the human genome (hg38) using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out duplicates, multi-mappers, reads mapped to ChrM or blackl ...",GPL16791,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM6943472,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6943nnn/GSM6943472/suppl/GSM6943472_FPD_21.3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6943nnn/GSM6943472/suppl/GSM6943472_FPD_21.3_specific_peaks_rpkmFC2.bed.gz,"GSE221423, GSE221427",0,SRX20376928,,,,,,,hg38,BigWig files provided are normalized tracksBed files provided are the output of merged MACS2 peak calling: the peaks from the patient sample and the corresponding control sample were merged for each comparison and RPKM per merged peak was calculated using BEDtools. Peaks with RPKM less than 0.5 in both control and patient were filtered from downstream analysis. Control or patient specific peaks were called if the RPKM fold change between control and patient peaks was greater than 2,https://www.ncbi.nlm.nih.gov/biosample/SAMN32784399,https://www.ncbi.nlm.nih.gov/sra?term=SRX20376928
fpd_52_2,,,,,,,FPD_52.2,GSM6943473,Public on Jul 12 2023,Jan 18 2023,Jul 12 2023,SRA,1,PB Neutrophils,Homo sapiens,9606,genomic DNA,"Neutrophils from human patient/control peripheral blood were isolated using the EasyStep Human Neutrophil Isolation Kit (Stem Cell). 50,000 cells were collected and washed with cold PBS. Cell pellets were resuspended in 50 µl of lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2 and 0.1% Tween-20, 0.1% NP-40, 0.01% Digitonin, 1% BSA) and incubated on ice for 4 min. Lysis was halted with the addition of 50 uL of wash buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2 and 0.1% Tween- ...","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore v0.6.4 with the following settings: fastqc, paired, and trim1. Reads were then aligned to the human genome (hg38) using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out duplicates, multi-mappers, reads mapped to ChrM or blackl ...",GPL16791,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM6943473,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6943nnn/GSM6943473/suppl/GSM6943473_FPD_52.2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6943nnn/GSM6943473/suppl/GSM6943473_FPD_52.2_specific_peaks_rpkmFC2.bed.gz,"GSE221423, GSE221427",0,SRX20376929,,,,,,,hg38,BigWig files provided are normalized tracksBed files provided are the output of merged MACS2 peak calling: the peaks from the patient sample and the corresponding control sample were merged for each comparison and RPKM per merged peak was calculated using BEDtools. Peaks with RPKM less than 0.5 in both control and patient were filtered from downstream analysis. Control or patient specific peaks were called if the RPKM fold change between control and patient peaks was greater than 2,https://www.ncbi.nlm.nih.gov/biosample/SAMN32784398,https://www.ncbi.nlm.nih.gov/sra?term=SRX20376929
fpd_21_1,,,,,,,FPD_21.1,GSM6943474,Public on Jul 12 2023,Jan 18 2023,Jul 12 2023,SRA,1,PB Neutrophils,Homo sapiens,9606,genomic DNA,"Neutrophils from human patient/control peripheral blood were isolated using the EasyStep Human Neutrophil Isolation Kit (Stem Cell). 50,000 cells were collected and washed with cold PBS. Cell pellets were resuspended in 50 µl of lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2 and 0.1% Tween-20, 0.1% NP-40, 0.01% Digitonin, 1% BSA) and incubated on ice for 4 min. Lysis was halted with the addition of 50 uL of wash buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2 and 0.1% Tween- ...","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore v0.6.4 with the following settings: fastqc, paired, and trim1. Reads were then aligned to the human genome (hg38) using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out duplicates, multi-mappers, reads mapped to ChrM or blackl ...",GPL16791,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM6943474,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6943nnn/GSM6943474/suppl/GSM6943474_FPD_21.1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6943nnn/GSM6943474/suppl/GSM6943474_FPD_21.1_specific_peaks_rpkmFC2.bed.gz,"GSE221423, GSE221427",0,SRX20376930,,,,,,,hg38,BigWig files provided are normalized tracksBed files provided are the output of merged MACS2 peak calling: the peaks from the patient sample and the corresponding control sample were merged for each comparison and RPKM per merged peak was calculated using BEDtools. Peaks with RPKM less than 0.5 in both control and patient were filtered from downstream analysis. Control or patient specific peaks were called if the RPKM fold change between control and patient peaks was greater than 2,https://www.ncbi.nlm.nih.gov/biosample/SAMN32784397,https://www.ncbi.nlm.nih.gov/sra?term=SRX20376930
fpd_52_3,,,,,,,FPD_52.3,GSM6943475,Public on Jul 12 2023,Jan 18 2023,Jul 12 2023,SRA,1,PB Neutrophils,Homo sapiens,9606,genomic DNA,"Neutrophils from human patient/control peripheral blood were isolated using the EasyStep Human Neutrophil Isolation Kit (Stem Cell). 50,000 cells were collected and washed with cold PBS. Cell pellets were resuspended in 50 µl of lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2 and 0.1% Tween-20, 0.1% NP-40, 0.01% Digitonin, 1% BSA) and incubated on ice for 4 min. Lysis was halted with the addition of 50 uL of wash buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2 and 0.1% Tween- ...","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore v0.6.4 with the following settings: fastqc, paired, and trim1. Reads were then aligned to the human genome (hg38) using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out duplicates, multi-mappers, reads mapped to ChrM or blackl ...",GPL16791,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM6943475,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6943nnn/GSM6943475/suppl/GSM6943475_FPD_52.3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6943nnn/GSM6943475/suppl/GSM6943475_FPD_52.3_specific_peaks_rpkmFC2.bed.gz,"GSE221423, GSE221427",0,SRX20376931,,,,,,,hg38,BigWig files provided are normalized tracksBed files provided are the output of merged MACS2 peak calling: the peaks from the patient sample and the corresponding control sample were merged for each comparison and RPKM per merged peak was calculated using BEDtools. Peaks with RPKM less than 0.5 in both control and patient were filtered from downstream analysis. Control or patient specific peaks were called if the RPKM fold change between control and patient peaks was greater than 2,https://www.ncbi.nlm.nih.gov/biosample/SAMN32784396,https://www.ncbi.nlm.nih.gov/sra?term=SRX20376931
